n_segmentos,num_episodes,learning_rate,discount_rate,fail
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,False
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,False
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
10,5000,0.8,0.3,True
