id_uav,n_segmentos,num_episodes,learning_rate,discount_rate,fail
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
0,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
1,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
2,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
3,20,200,0.9,0.2,False
